name,categories,description,url,favorite,Date Added
ChatGPT Buddy,Chat,A Whatsapp chat assistant bot.,https://chatgptbuddy.com,No,"May 29, 2023 11:37 AM"
Mirage,"Gaming, Generative Art",AI-Powered 3D Prototyping,https://mirageml.com,No,"May 29, 2023 11:37 AM"
Trudo,,Train; test and deploy your own OpenAI model,https://www.trudo.ai,No,"May 29, 2023 11:37 AM"
Learn Prompting,"Prompting, Students",Free open-source course on communicating with Artificial Intelligence ,https://learnprompting.org,No,"May 29, 2023 11:37 AM"
Automatic 1111,Generative Art,Web-based Dreambooth Google Colab,https://colab.research.google.com/github/TheLastBen/fast-stable-diffusion/blob/main/fast_stable_diffusion_AUTOMATIC1111.ipynb,No,"May 29, 2023 11:37 AM"
ImageToCartoon,Avatar Creation,An online tool to convert images into cartoon avatars.,https://imagetocartoon.com,No,"May 29, 2023 11:37 AM"
SupaRes,Image Improvement,An image enhancement platform.,https://supares.com,No,"May 29, 2023 11:37 AM"
EpicMusicQuiz,Fun,A tool to to create and share custom music video quizzes,https://epicmusicquiz.com,No,"May 29, 2023 11:37 AM"
SkipVid,"Productivity, Research",Summarize Youtube videos in one click,http://skipvid.herokuapp.com,No,"May 29, 2023 11:37 AM"
WellSaid Labs,Text To Speech,Convert text to voice in real time,https://wellsaidlabs.com,No,"May 29, 2023 11:37 AM"
Teddy AI,,An app with interactive buddy for kids.,https://teddyai.com,No,"May 29, 2023 11:37 AM"
WordfixerBot,"Copywriting, Productivity",AI paraphrasing tool,https://www.wordfixerbot.com,No,"May 29, 2023 11:37 AM"
Visla,Generative Video,A video creation and editing tool.,https://www.visla.us/ai-video-generator,No,"May 29, 2023 11:37 AM"
Shulex VOC,Productivity,AI-powered reviews and feedback analysis,https://voc.ai,No,"May 29, 2023 11:37 AM"
Fini,,Converts your knowledgebase into a chatbot,https://www.usefini.com,No,"May 29, 2023 11:37 AM"
Scenario,"Gaming, Generative Art",AI-generated gaming assets,https://www.scenario.gg,No,"May 29, 2023 11:37 AM"
Magic AI Avatars,"Avatar Creation, Generative Art",AI Avatar / Profile Pic Generator,https://magicaiavatars.com,No,"May 29, 2023 11:37 AM"
Vista Social,Social Media,Social Media management tool using AI to manage multiple accounts across all browsers,https://vistasocial.com,No,"May 29, 2023 11:37 AM"
Illuminarty,AI Detectors,A tool for detecting AI generated images,https://illuminarty.ai/en,No,"May 29, 2023 11:37 AM"
Movmi,Motion Capture,A free software for motion capture to create 3D animations,https://movmi.co,No,"May 29, 2023 11:37 AM"
Be My Eyes,AI Detectors,A free app for blind people to get visual assistance,https://www.bemyeyes.com,No,"May 29, 2023 11:37 AM"
AI Bingo,Fun,A guessing game for artists.,https://ai-bingo.lipsumar.io,No,"May 29, 2023 11:37 AM"
ChatGPT for Chrome,Chat,Chome extension for ChatGPT,https://chrome.google.com/webstore/detail/chatgpt-chrome-extension/cdjifpfganmhoojfclednjdnnpooaojb,No,"May 29, 2023 11:37 AM"
Video Summarization,Video Editing,Create short clips from long videos,https://smart-ai-transformations.cloudinary.com,No,"May 29, 2023 11:37 AM"
Synthesia,"Marketing, Social Media, Speech Generation, Video Creation, Video Editing",Create videos from text in minutes,https://www.synthesia.io,No,"May 29, 2023 11:37 AM"
WriteMe.ai,Copywriting,AI-powered content writing assistant,https://writeme.ai,No,"May 29, 2023 11:37 AM"
Image To Sound FX,Fun,Create audio from images,https://huggingface.co/spaces/fffiloni/image-to-sound-fx,No,"May 29, 2023 11:37 AM"
Cohere,"Chat, Marketing",Conversational AI Platform for Customer Support,https://cohere.io,No,"May 29, 2023 11:37 AM"
ArxivGPT,Productivity,A Chrome Extension to summarize a arXiv paper and get insights.,https://chrome.google.com/webstore/detail/arxivgpt/fbbfpcjhnnklhmncjickdipdlhoddjoh,No,"May 29, 2023 11:37 AM"
Stability for Blender,Productivity,A stability addon for Blender software.,https://platform.stability.ai/docs/integrations/blender,No,"May 29, 2023 11:37 AM"
Prompt Plus,Prompting,A Google Chrome Extension to manage prompt templates,https://promptplus.org,No,"May 29, 2023 11:37 AM"
AI Data Sidekick,Code,"Write SQL, documentation and more with powerful AI recipes",https://airops.com/sidekick,No,"May 29, 2023 11:37 AM"
GPT95,Productivity,A VSCode extension for code generation,https://gpt95.com,No,"May 29, 2023 11:37 AM"
Descritella,Marketing,Generates product descriptions and keywords from photos,https://photor.io/ai-product-helper,No,"May 29, 2023 11:37 AM"
SuenaGringo,"Copywriting, Translation",Translate text and generate content in different formats and tones (in Spanish),https://suenagringo.com,No,"May 29, 2023 11:37 AM"
Pixela.ai,"Gaming, Prompting",Upload and share textures and patterns for games,https://pixela.ai,No,"May 29, 2023 11:37 AM"
Proface by Avatarize,Avatar Creation,A tool offering professional headshots and profile pictures.,https://avatarize.club/proface,No,"May 29, 2023 11:37 AM"
MakeLogoAI,"Avatar Creation, Generative Art",Generate unique logos for your startup; powered by AI,https://makelogoai.com,No,"May 29, 2023 11:37 AM"
AILawyer,Productivity,A tool to automate legal document generation,https://ailawyer.pro,No,"May 29, 2023 11:37 AM"
Embra,,ChatGPT-like assistant for your mac,https://embra.app,No,"May 29, 2023 11:37 AM"
FitForge,Self Development,A tool to create personalized fitness plans.,https://fitforge.me,No,"May 29, 2023 11:37 AM"
Designs.ai,"Generative Art, Marketing",Create logos; videos; banners; mockups with A.I. in 2 minutes,https://designs.ai,No,"May 29, 2023 11:37 AM"
TubeBuddy,"Copywriting, Marketing",YouTube optimization and SEO tool,https://www.tubebuddy.com/futuretools,No,"May 29, 2023 11:37 AM"
WordAi,Copywriting,AI-powered content rewriting tool,https://wordai.com,No,"May 29, 2023 11:37 AM"
Soundbite,Marketing,A tool that turns audio and video content into blogs; social media posts and summaries in seconds.,https://www.soundbite.ai,No,"May 29, 2023 11:37 AM"
GPT-3 Demo,Aggregator,Discover how companies are implementing the OpenAI GPT-3 API to power new use cases,https://gpt3demo.com,No,"May 29, 2023 11:37 AM"
Otter.ai,"Productivity, Speech Generation",AI voice-to-text virtual note-taker,https://otter.ai,No,"May 29, 2023 11:37 AM"
UGC Scripts,Copywriting,A tool for copywriting and content creation with your audience data.,https://www.ugcscripts.com,No,"May 29, 2023 11:37 AM"
Gemoo,Productivity,A tool for to organise videos; screenshots; documents and more.,https://gemoo.com,No,"May 29, 2023 11:37 AM"
Dreamlike.art,Generative Art,Online AI Image Generator,https://dreamlike.art,No,"May 29, 2023 11:37 AM"
Timebolt,"Podcasting, Video Editing",Remove silence; speed-up scenes and cut commentary in video and podcasts,https://egp--timebolt.thrivecart.com/order-page,No,"May 29, 2023 11:37 AM"
HotBot,Productivity,A Google Chrome Extension for web searching with VPN support.,https://www.hotbot.com,No,"May 29, 2023 11:37 AM"
Maker AI,"Copywriting, Generative Art",AI writing assistant and image generator,https://maker.ai,No,"May 29, 2023 11:37 AM"
Generative Video,,,,No,"May 29, 2023 11:37 AM"
Visily,"Code, Generative Art",Website wireframing with AI,https://www.visily.ai,No,"May 29, 2023 11:37 AM"
Soofy,Self Development,A tool for languages learning.,https://soofy.io,No,"May 29, 2023 11:37 AM"
ChatPDF,Productivity,A tool for chatting to your pdf files.,https://www.chatpdf.com,No,"May 29, 2023 11:37 AM"
FakeYou,Text To Speech,A deep fake tool to generate audio clips of text-to-speech in multiple languages and voices.,https://fakeyou.com,No,"May 29, 2023 11:37 AM"
Flight Path,Social Media,AI-assisted Twitter growth and management tool,https://flight-path.io,No,"May 29, 2023 11:37 AM"
NightCafe Creator,Generative Art,AI Art Generator with a community features and printing service,https://creator.nightcafe.studio,No,"May 29, 2023 11:37 AM"
Pollinations,Generative Art,Integrate AI creation within your site or community,https://pollinations.ai,No,"May 29, 2023 11:37 AM"
InfraNodus,Research,Text network visualization tool,https://infranodus.com,No,"May 29, 2023 11:37 AM"
AssemblyAI,"Code, Speech Generation","Convert audio, video files and live audio streams to text",https://www.assemblyai.com,No,"May 29, 2023 11:37 AM"
Maigic Book,"Copywriting, Fun",Never-ending AI-powered customized stories,https://www.maigic.world,No,"May 29, 2023 11:37 AM"
Supermeme.ai,"Fun, Marketing",An AI-powered meme generator,https://www.supermeme.ai,No,"May 29, 2023 11:37 AM"
PrompBase,Prompting,A tool for customized midjourney prompt generator.,https://www.prompbase.com,No,"May 29, 2023 11:37 AM"
Google Bard,Chat,Google's web-connected chat platform,https://bard.google.com,No,"May 29, 2023 11:37 AM"
Kadoa,Code,Quickly and easily extract data from websites; PDFs and databases.,https://www.kadoa.com,No,"May 29, 2023 11:37 AM"
SwiftGPT App,Productivity,A free macOS app for fast ChatGPT experience,https://www.swiftgpt.app,No,"May 29, 2023 11:37 AM"
Stylized,"Generative Art, Marketing",Quickly creates professional product images from phone photos,https://stylized.ai,No,"May 29, 2023 11:37 AM"
Finance,,,,No,"May 29, 2023 11:37 AM"
Talk to Books (Google),"Productivity, Self Development",Ask a question and find answers from books in Google's database,https://books.google.com/talktobooks,No,"May 29, 2023 11:37 AM"
Astria,Generative Art,Trains AI Image models for you on their servers,https://www.astria.ai,No,"May 29, 2023 11:37 AM"
Makelog,Marketing,Quickly share product updates,https://www.makelog.com,No,"May 29, 2023 11:37 AM"
Genmo,"Generative Video, Text to Video",Create videos from text with AI,https://genmo.ai,No,"May 29, 2023 11:37 AM"
Where to?,Fun,A tool to find and explore nearby places.,https://www.wheretoai.com,No,"May 29, 2023 11:37 AM"
This Person Does Not Exist,Generative Art,Quickly create a randomly generated human face,https://thispersondoesnotexist.com,No,"May 29, 2023 11:37 AM"
Neeva,Research,Private search engine with AI,https://neeva.com,No,"May 29, 2023 11:37 AM"
OneTone.ai,Marketing,Predicts what customer support agents need to type,https://onetone.ai,No,"May 29, 2023 11:37 AM"
Lxi Ai,Productivity,A tool to create custom question answering bot,https://lxi.ai,No,"May 29, 2023 11:37 AM"
Neural Love,"Generative Art, Image Improvement",A suite of AI-art; image; video and text-improvement tools,https://neural.love,No,"May 29, 2023 11:37 AM"
Qlip Ai,Social Media,A tool for creating clips from long-form videos,https://www.qlip.ai,No,"May 29, 2023 11:37 AM"
Favird,Aggregator,An aggregator of AI and No-Code tools,https://favird.com,No,"May 29, 2023 11:37 AM"
MetaGenieAI,Marketing,Automatically generates titles; descriptions; tags and thumbnail ideas,https://genieai-app.vercel.app,No,"May 29, 2023 11:37 AM"
Imagine Me,"Avatar Creation, Generative Art",Create stunning AI art of yourself withhttps://imagineme.ai/#using-imagine-me-sectionone line of text,https://huberman.rile.yt,No,"May 29, 2023 11:37 AM"
Localio AI,Copywriting,"Ai writing assistant tailored for businesses, consultants & agencies",https://localio.io/get/special,No,"May 29, 2023 11:37 AM"
Latent Labs,Generative Art,Generate a 3D world that you can look around in based on your text prompt ,https://www.latentlabs.art,No,"May 29, 2023 11:37 AM"
ChatGPT Personality Selector,Prompting,A Google Chrome Extension to selecting personalities for ChatGPT,https://chrome.google.com/webstore/detail/chatgpt-personality-selec/jdmpccdlifdkhniemenfmieffkdblahk,No,"May 29, 2023 11:37 AM"
BedtimeStory.ai,Fun,Create personalized; instant bedtime stories,https://bedtimestory.ai,No,"May 29, 2023 11:37 AM"
RytersBlock,Copywriting,AI writing assistant,https://www.rytersblock.com,No,"May 29, 2023 11:37 AM"
Filechat.io,Research,Upload a document and then chat with it,https://www.filechat.io,No,"May 29, 2023 11:37 AM"
OpenPlayground Compare,Research,A tool to compare different language models,https://nat.dev/compare,No,"May 29, 2023 11:37 AM"
Leonardo.ai,Generative Art,"Create game assets, items, environments, buildings and concept art",https://leonardo.ai,No,"May 29, 2023 11:37 AM"
BigJPG,Image Improvement,A tool to upscale images upto 16x.,https://bigjpg.com,No,"May 29, 2023 11:37 AM"
NocodeBooth,Generative Art,A template to launch an AI Image Generation App.,https://www.nocodebooth.com,No,"May 29, 2023 11:37 AM"
Adrenaline,Productivity,A tool to debug code,https://useadrenaline.com/playground,No,"May 29, 2023 11:37 AM"
MarsX,Productivity,A platform to reuse micro-apps to quickly build software projects.,https://www.marsx.dev,No,"May 29, 2023 11:37 AM"
Wonder Dynamics,Generative Video,Quickly animate light and compose CG characters into a live-action scene,https://wonderdynamics.com,No,"May 29, 2023 11:37 AM"
Stunning,Marketing,A website generator with custom content.,https://stunning.so,No,"May 29, 2023 11:37 AM"
Paper Brain,"Research, Students",Makes complex papers easy to understand,https://www.paperbrain.study,No,"May 29, 2023 11:37 AM"
Voice Modulation,,,,No,"May 29, 2023 11:37 AM"
Legalese Decoder,Research,Translate Legal docs to plain English,https://legalesedecoder.com,No,"May 29, 2023 11:37 AM"
ChatGPT for Amazon,Marketing,A Google Chrome Extension for Amazon sellers.,https://www.voc.ai/tools/chatgpt-for-amazon,No,"May 29, 2023 11:37 AM"
Wordmax,Productivity,A platform to create content,https://wordmax.ai,No,"May 29, 2023 11:37 AM"
Luminal,Productivity,A tool for spreadsheet importing and data processing,https://getluminal.com,No,"May 29, 2023 11:37 AM"
Gift Genie AI,"Fun, Inspiration","Free Personalized Gift Ideas for Christmas, Birthdays, Holidays",https://www.giftgenie.ai,No,"May 29, 2023 11:37 AM"
SpellBox,Code,Helps users solve programming problems quickly,https://spellbox.app,No,"May 29, 2023 11:37 AM"
Zenen.ai,,Imagine ChatGPT and Siri had a baby - that's Zenen,https://zenen.ai,No,"May 29, 2023 11:37 AM"
Excel Formularizer,Productivity,A tool to generate excel formulas.,https://excelformularizer.com,No,"May 29, 2023 11:37 AM"
Mottle,Chat,A tool for chatbot building,https://mottle.com,No,"May 29, 2023 11:37 AM"
Miro AI,Productivity,A tool for teams management,https://miro.com/ai,No,"May 29, 2023 11:37 AM"
Synthesys Studio,"Text To Speech, Text to Video","A tool to create ai videos, text to speech ai voice over and text to video with ai avatars.",https://synthesys.io,No,"May 29, 2023 11:37 AM"
Parentivity Bot,Self Development,Parenting advice powered by AI,https://www.smartivity.in/pages/parentivity_bot,No,"May 29, 2023 11:37 AM"
Aigur Client,Generative Art,A open-source platform for creating and running Generative AI pipelines for text modification; image manipulation and more.,https://client.aigur.dev,No,"May 29, 2023 11:37 AM"
Copywriting  ,,,,No,"May 29, 2023 11:37 AM"
Pixlr,Image Improvement,A tool for photo creating; editing and design.,https://pixlr.com,No,"May 29, 2023 11:37 AM"
Autowrite,Copywriting,Content Focused AI Writing Assistant,https://autowrite.pro,No,"May 29, 2023 11:37 AM"
Cascadeur,"Generative Video, Motion Capture",3D keyframe animation,https://cascadeur.com,No,"May 29, 2023 11:37 AM"
Morise.ai,Marketing,Tool for YouTube creators to optimize their content,https://morise.ai,No,"May 29, 2023 11:37 AM"
Fyli,,Create personalized AI chatbots without writing code,https://fyli.ai,No,"May 29, 2023 11:37 AM"
Inngest,Productivity,A tool for personalized documentation and personalized code examples for scheduling serverless functions.,https://www.inngest.com/ai-personalized-documentation,No,"May 29, 2023 11:37 AM"
EzMail.AI,Productivity,A tool for email drafting.,https://www.ezmail.ai,No,"May 29, 2023 11:37 AM"
AI Face Swapper,"Fun, Image Scanning",A tool to swap faces in images.,https://icons8.com/swapper,No,"May 29, 2023 11:37 AM"
Daily Zaps,Aggregator,AI-focused news and resource hub,https://www.dailyzaps.com,No,"May 29, 2023 11:37 AM"
Self Improvement,,,,No,"May 29, 2023 11:37 AM"
Bing Create,Generative Art,Bing's image creator powered by DALLE,https://bing.com/create,No,"May 29, 2023 11:37 AM"
BHuman,Marketing,A tool that creates personalized videos at scale.,https://app.bhuman.ai,No,"May 29, 2023 11:37 AM"
Virtual Face,Image Improvement,A tool to generate profile pictures for LinkedIn,https://virtualface.app,No,"May 29, 2023 11:37 AM"
EmailComposer.ai,Productivity,A tool to generate emails.,https://emailcomposer.ai,No,"May 29, 2023 11:37 AM"
DoNotPay,"Finance, Self Development",AI Legal services & self help tools,https://donotpay.com,No,"May 29, 2023 11:37 AM"
AI Registers,Aggregator,An AI Tools directory.,https://airegisters.com,No,"May 29, 2023 11:37 AM"
AI Product Photos,Generative Art,A tool to generate product photos,https://creatorkit.com/ai-product-photos,No,"May 29, 2023 11:37 AM"
Originality.AI,"AI Detectors, Research",Scans content to determine if it was generated with AI,https://originality.ai,No,"May 29, 2023 11:37 AM"
Phygital+,"Generative Art, Image Improvement",A suite of AR art generation and image improvement tools,https://phygital.plus,No,"May 29, 2023 11:37 AM"
IngestAI.io,,A tool to create ChatGPT-like bots in popular applications using your existing knowledge base.,https://ingestai.io,No,"May 29, 2023 11:37 AM"
Notability,"Notion, Productivity",A telegrambot to organize notes in Notion.,https://notability.ai,No,"May 29, 2023 11:37 AM"
PlayPhrase.me,"Fun, Research",Find video clips using quotes from movies or tv,https://playphrase.me,No,"May 29, 2023 11:37 AM"
Landing AI,AI Detectors,A platform to create and deploy custom computer vision projects.,https://landing.ai,No,"May 29, 2023 11:37 AM"
Begone Spammer,Productivity,Tool that helps users take control of you inbox and outsmart spammers,https://begonespammer.com,No,"May 29, 2023 11:37 AM"
Youtube Transcript AI Summary,Productivity,A Google Chrome Extension to summarize youtube transcripts,https://chrome.google.com/webstore/detail/youtube-transcript-ai-sum/eciiehmejcjnbooihpiljfnklkopkfcj,No,"May 29, 2023 11:37 AM"
Tales Factory,Generative Art,A tool to create custom story books with illustrations and narration.,https://www.talesfactory.app,No,"May 29, 2023 11:37 AM"
Generative Art,,,,No,"May 29, 2023 11:37 AM"
AI Screenwriting Tool,Copywriting,AI-powered screenwriting tool,https://aiscreenwriter.com,No,"May 29, 2023 11:37 AM"
Polycam,Image Scanning,Scan real world items into 3D images,https://poly.cam,No,"May 29, 2023 11:37 AM"
Oscar,Generative Art,An app to create personalized bedtime stories.,https://oscarstories.com,No,"May 29, 2023 11:37 AM"
Coachvox AI,Chat,A tool to create an AI version of themselves,https://coachvox.ai,No,"May 29, 2023 11:37 AM"
NeuronWriter,"Copywriting, Marketing",AI-based SEO optimization for online content,https://neuronwriter.com,No,"May 29, 2023 11:37 AM"
Dubb,Podcasting,A tool for podcasting to create content,https://www.dubb.media,No,"May 29, 2023 11:37 AM"
Wisio,Research,A platform for scientific writing,https://wisio.app,No,"May 29, 2023 11:37 AM"
DesignerBot,Productivity,A platform for presentation making,https://www.beautiful.ai/ai-presentations,No,"May 29, 2023 11:37 AM"
AI Recipe Generator,"Fun, Inspiration",Recipe generator that creates recipes based on the ingredients you have,https://ai-recipes.softr.app,No,"May 29, 2023 11:37 AM"
Second Home,Productivity,A platform that creates bots to write code,https://www.second.dev,No,"May 29, 2023 11:37 AM"
ContentBot,"Copywriting, Marketing",An AI-powered content creation platform,https://contentbot.ai,No,"May 29, 2023 11:37 AM"
MarketingBlocks AI,"Copywriting, Marketing","AI assistant that helps generate marketing assets in minutes, from copy and design to videos and graphics.",https://jvz2.com/c/2754055/389716,No,"May 29, 2023 11:37 AM"
MapDeduce,Productivity,A tool to summarize pdf files,https://mapdeduce.com,No,"May 29, 2023 11:37 AM"
GPTMinus1,AI Detectors,A tool that tries to fool AI chat detection,https://gptminus1.vercel.app,No,"May 29, 2023 11:37 AM"
Free AI Detector,AI Detectors,AI Content Detector,https://contentatscale.ai/ai-content-detector,No,"May 29, 2023 11:37 AM"
Looka,"Generative Art, Marketing",AI-powered logo and brand builder,https://looka.grsm.io/jydk9as5r7cu,No,"May 29, 2023 11:37 AM"
Waitroom,Productivity,A video meeting tool for teams to collaborate,https://waitroom.com,No,"May 29, 2023 11:37 AM"
Article Summarizer,Research,Article summarization tool,https://summary.arguflow.gg,No,"May 29, 2023 11:37 AM"
GoCharlie,"Copywriting, Generative Art",An all-in-one content marketing tool,https://gocharlie.ai,No,"May 29, 2023 11:37 AM"
ChatGPT (OpenAI),"Chat, Copywriting",Ask any question or prompt to AI - The tool most other writing tools are based on,https://chat.openai.com/chat,No,"May 29, 2023 11:37 AM"
Picsart,"Image Improvement, Video Editing",AI tools for creators to design; edit; draw and share photo and video content,https://picsart.com/gold,No,"May 29, 2023 11:37 AM"
PromptJourney,Prompting,A tool to customize midjourney prompts,https://promptjourney.app,No,"May 29, 2023 11:37 AM"
Catbird,Generative Art,A tool to generate multiple images from single prompt,https://www.catbird.ai,No,"May 29, 2023 11:37 AM"
Puzzle Labs,Productivity,A tool to create glossary on their website,https://puzzlelabs.ai,No,"May 29, 2023 11:37 AM"
Ailiverse,"Code, Image Scanning",Computer vision training and image classification,https://www.ailiverse.com,No,"May 29, 2023 11:37 AM"
Muse AI,Video Editing,An all-in-one video hosting provides 4K playback; analytics and AI search.,https://muse.ai,No,"May 29, 2023 11:37 AM"
RunDiffusion,Generative Art,A cloud-based image generation tool with pre-loaded models; private sessions and image browsers.,https://app.rundiffusion.com,No,"May 29, 2023 11:37 AM"
Olvy Changelogs,Productivity,A tool to keep changelog,https://olvy.co/changelogs,No,"May 29, 2023 11:37 AM"
Anyword,Copywriting,AI copywriting tool,https://anyword.com,No,"May 29, 2023 11:37 AM"
Census GPT,Research,A tool for US demographics and statics,https://censusgpt.com,No,"May 29, 2023 11:37 AM"
SkimIt.ai,Productivity,Get an ai summary of any article delivered to your inbox,https://www.skimit.ai,No,"May 29, 2023 11:37 AM"
Transvribe,Self Development,A tool for efficient youtube learning.,https://www.transvribe.com,No,"May 29, 2023 11:37 AM"
Obviously AI,Code,"AI model building, deployment monitoring",https://obviously.ai,No,"May 29, 2023 11:37 AM"
AI Gallery,Generative Art,An interactive tool to generate images,https://aigallery.app,No,"May 29, 2023 11:37 AM"
Beepbooply,Text To Speech,Text-to-speech tool with over 80 languages; 120 accents and 900 voices,https://beepbooply.com,No,"May 29, 2023 11:37 AM"
Baked,Fun,A tool to create art and order to be printed on mugs phone cases and t-shirts.,https://www.baked-ai.com,No,"May 29, 2023 11:37 AM"
Piano Genie,Fun,A tool that lets you play the piano with their keyboard or phone.,https://piano-genie.glitch.me,No,"May 29, 2023 11:37 AM"
Kartiv,Productivity,A tool to create visuals from your own photos and brand assets.,https://www.kartiv.com,No,"May 29, 2023 11:37 AM"
ChatBotKit,"Chat, Marketing",AI chatbot platform,https://chatbotkit.com,No,"May 29, 2023 11:37 AM"
Orbofi,Gaming,A tool for creating; tokenizing and searching for gaming assets.,https://www.orbofi.com,No,"May 29, 2023 11:37 AM"
WOXO,Generative Video,A tool to generate videos from text.,https://short.woxo.tech,No,"May 29, 2023 11:37 AM"
Photosonic,Generative Art,Online AI image generator,https://photosonic.writesonic.com,No,"May 29, 2023 11:37 AM"
TheDream Ai,Image Improvement,A tool to create profile pictures for social media,https://thedream.ai,No,"May 29, 2023 11:37 AM"
Rokoko,"Image Scanning, Motion Capture",Create motion capture animations using your webcam,https://www.rokoko.com,No,"May 29, 2023 11:37 AM"
Prodigy AI,Self Development,A tool for software engineers to find jobs.,https://ai.prodi.gg,No,"May 29, 2023 11:37 AM"
SeoCopy.ai,"Copywriting, Marketing",AI-powered SEO-optimized website copy,https://seocopy.ai,No,"May 29, 2023 11:37 AM"
AI Listing Architect,"Copywriting, E-Commerce",Creates SEO-friendly and optimized Amazon listings,https://smartscout.com,No,"May 29, 2023 11:37 AM"
CustomGPT,Chat,A tool to create your own customized AI-powered chatbots.,https://customgpt.ai,No,"May 29, 2023 11:37 AM"
IsWrite,Copywriting,A tool to critic copywriting.,https://www.iswrite.xyz,No,"May 29, 2023 11:37 AM"
AItoGrow,Aggregator,AI tool aggregator for startups,https://aitogrow.com,No,"May 29, 2023 11:37 AM"
TweetMe,Social Media,AI Tweet writer that writes like you,https://no-code-ai-model-builder.com/tweet-me,No,"May 29, 2023 11:37 AM"
TextCortex AI,Copywriting,"A content writing suite with content generation, paraphrasing, summarizing and more.",https://textcortex.com,No,"May 29, 2023 11:37 AM"
Praxy AI,Productivity,A Google Chrome Extension for students productivity,https://praxylabs.com,No,"May 29, 2023 11:37 AM"
Dreamphilic,Aggregator,A content frontpage creator for artists.,https://dreamphilic.com,No,"May 29, 2023 11:37 AM"
ContractReader Io,Finance,A tool to read understand and interact with Ethereum smart contracts on the Mainnet.,https://www.contractreader.io,No,"May 29, 2023 11:37 AM"
Superpower GPT,Productivity,A Google Chrome Extension to add extra functionality to ChatGPT,https://chrome.google.com/webstore/detail/superpower-chatgpt/amhmeenmapldpjdedekalnfifgnpfnkc,No,"May 29, 2023 11:37 AM"
BrowseGPT,Research,AI-powered Chrome extension to automate web browsing tasks,https://browsegpt.ai,No,"May 29, 2023 11:37 AM"
Castmagic,Podcasting,An automated post-production tool to streamline podcast creation.,https://www.castmagic.io,No,"May 29, 2023 11:37 AM"
Prompting,,,,No,"May 29, 2023 11:37 AM"
Second Brain,"Copywriting, Productivity",Chrome extension AI writing assistant,https://chrome.google.com/webstore/detail/second-brain/phhnfeeenkglecnilookffilboagfgkm,No,"May 29, 2023 11:37 AM"
Opinionate io,,A tool to practice debating,https://opinionate.io,No,"May 29, 2023 11:37 AM"
NeutronField,"Inspiration, Prompting",Marketplace for AI text-to-image prompts,https://www.neutronfield.com,No,"May 29, 2023 11:37 AM"
Gradio,Code,Build and share machine learning apps,https://gradio.app,No,"May 29, 2023 11:37 AM"
Transkribieren,Podcasting,A tool for audio transcriptions,https://www.transkribieren.xyz,No,"May 29, 2023 11:37 AM"
PhotoFix,Image Improvement,Remove people or things from photos,https://photofix.io,No,"May 29, 2023 11:37 AM"
PixelForge,Generative Video,A tool to create verticalized videos from YouTube.,https://pixelforge.art,No,"May 29, 2023 11:37 AM"
Scribble Diffusion,Generative Art,A diffusion tool to transform sketches into refined images.,https://scribblediffusion.com,No,"May 29, 2023 11:37 AM"
Wavel Ai,Video Editing,A platform with video solutions including subtitling and voiceovers.,https://wavel.ai,No,"May 29, 2023 11:37 AM"
StockGPT,Finance,AI powered search tool that uses Tesla’s quarterly earnings call transcripts dating back to Q2 2011,https://www.askstockgpt.com,No,"May 29, 2023 11:37 AM"
Komo Search,,Generative AI to Put Your Search Journeys First,https://komo.ai,No,"May 29, 2023 11:37 AM"
Summari,Code,Text summarization when you hover over a link,https://www.summari.com,No,"May 29, 2023 11:37 AM"
User Story Generator,Marketing,Use AI to generate user stories,https://userstorygenerator.ai,No,"May 29, 2023 11:37 AM"
Bad Cook Club,Self Development,A recipe generator tool for people who suck at cooking.,https://www.badcook.club,No,"May 29, 2023 11:37 AM"
Newswriter.ai,"Copywriting, Marketing",Use AI to write press releases,https://newswriter.ai,No,"May 29, 2023 11:37 AM"
Students,,,,No,"May 29, 2023 11:37 AM"
Kwirk,Productivity,An office application for document management; summarization; feedback and translation services.,https://kwirk.io,No,"May 29, 2023 11:37 AM"
AI Photos,"Avatar Creation, Generative Art",Create unique personalized avatars with customizable images and styles,https://aiphotos.ai,No,"May 29, 2023 11:37 AM"
Truewind,Finance,A tool for bookkeeping and finances,https://www.truewind.ai,No,"May 29, 2023 11:37 AM"
Pebblely,Generative Art,AI product photo generator,https://pebblely.com,No,"May 29, 2023 11:37 AM"
BeeHelp Assistant,Chat,A tool to create chatbots for customer service,https://beehelp.net,No,"May 29, 2023 11:37 AM"
Eightify,"Productivity, Research, Students",AI-powered summaries for YouTube videos,https://www.eightify.app,No,"May 29, 2023 11:37 AM"
Tweet Hunter,Social Media,All in one Twitter growth tool with AI suggestions,https://tweethunter.io,No,"May 29, 2023 11:37 AM"
Waverly,"Productivity, Research",AI that helps you focus on the content you need,https://mywaverly.com,No,"May 29, 2023 11:37 AM"
ProfilePicture.AI,Avatar Creation,Free PFP & DP maker that allows users to create custome profile pictures for social media,https://www.profilepicture.ai/free-pfp-maker,No,"May 29, 2023 11:37 AM"
Fingerprint for Success,Self Development,An AI-powered life coach,https://www.fingerprintforsuccess.com/for-individuals,No,"May 29, 2023 11:37 AM"
DeepL Translate,Translation,AI-based translation service,https://www.deepl.com/translator,No,"May 29, 2023 11:37 AM"
Aiart.fm,Generative Art,An Art tool to create artwork.,https://aiart.fm,No,"May 29, 2023 11:37 AM"
